Customer ID	Name	Date of Birth	Gender	Email	Phone Number	Address	Account Type	Account Number	Balance (USD)	Credit Score	Loan Status	Loan Amount (USD)	Transaction Frequency (per month)	Last Transaction Date
2afa2119	Heather Smith	2000-06-01	Female	gallaghertimothy@anderson.com	001-217-695-1463x01762	483 Melissa Creek, Juliaberg, MN 93301	Current	GB92PYIK06508555636726	27490.81	346	Closed	19759.4	27	2024-12-26
7bc13109	William Gonzalez	1975-10-22	Female	saraarroyo@oliver-anderson.com	795.173.4163x6805	Unit 4473 Box 7831, DPO AA 03940	Current	GB13SWLQ84923349191856	18033.08	776	Active	33943.15	5	2024-08-28
1e6f59e9	Mr. George Fry DDS	1985-04-05	Female	wmccoy@hotmail.com	+1-405-801-3886x0916	847 Hurst Springs Apt. 605, Joelfort, AK 57708	Savings	GB76ITPN39532012638417	25697.24	547	Active	19443.68	26	2025-01-16
0bd61112	Mark Knight	1962-05-04	Female	jdiaz@yahoo.com	5875465174	85727 Conrad Run Suite 593, Lake Lisa, VT 80417	Savings	GB97AKKW40938638071509	29089.93	375	Default	45978.5	15	2025-01-21
a1dbb0da	Michelle Martinez	1967-02-28	Male	buckleyangela@gmail.com	(604)142-1591x692	9312 Daniel Path Suite 220, West Ernest, KY 74787	Fixed Deposit	GB91FYGG61064493714104	46122.0	421	Closed	16120.19	23	2024-05-01
275268c2	Emily Harrell	1953-04-21	Male	currymichael@vargas.com	354-542-4419x78732	Unit 3226 Box 2097, DPO AP 09293	Current	GB14MFXY63955668176598	39216.73	311	Closed	23203.46	1	2024-10-07
c60ed736	Ryan Watson	1966-05-13	Male	jose81@banks.biz	712-306-5245x7509	619 Norman Club Apt. 880, Ortizburgh, VA 96893	Savings	GB62OJXM10879509734415	46911.89	645	Active	7755.01	23	2025-01-21
0c7fd00e	Jesse Gonzales	1947-11-05	Male	goodwinbrett@white.org	772-904-8790x9334	052 Gregory Centers, South Anthony, UT 94855	Fixed Deposit	GB70UWJI74556111273492	24299.01	454	Default	6339.47	15	2024-02-28
2d48acf4	Carol Martin	1999-12-31	Female	kristopherthomas@yahoo.com	001-036-611-8094x9642	7808 Matthew Plaza Apt. 260, Jasonberg, GA 83747	Current	GB71GLFJ19960304222904	10592.75	475	Closed	0.0	3	2024-08-25
64c9d62a	Deborah King	1998-07-28	Male	erinbriggs@yahoo.com	001-046-193-5499x3288	825 Destiny Groves, Garciaberg, CO 12927	Current	GB86FIMV75838706146632	41358.5	474	Closed	4597.05	28	2024-08-07
91de6e07	Timothy Ramirez	1973-09-09	Female	justin90@hernandez.net	001-514-331-3966x8254	0522 Lucas Streets, South Lorrainefort, OH 24957	Savings	GB55INNI16818744046743	19289.65	501	Active	37964.32	18	2024-10-12
24fcb742	Christina Santiago	2006-11-11	Male	randycordova@yahoo.com	+1-384-967-0072x105	61462 Hall Cliffs Apt. 141, Lake Michaelburgh, MT 27100	Savings	GB56LYJL11229052125704	40720.25	554	Default	0.0	2	2024-07-18
dc768aa8	Doris Garcia	1967-05-11	Female	smithandre@hotmail.com	001-376-272-0530x96132	6943 Lowery Lodge Apt. 363, Tiffanyton, LA 98383	Fixed Deposit	GB51YYJQ94275365958486	46090.33	418	Default	5327.8	9	2025-01-14
985b6a03	Karen Johnson	1976-11-25	Female	ianrios@hotmail.com	+1-708-863-7363x86806	9888 Anthony Glens, Willietown, VT 43956	Savings	GB41IUMB82408438627531	22675.6	732	Default	0.0	27	2024-05-02
184d3ca8	Daisy Rollins	1948-11-30	Male	sgreen@hoffman-stuart.com	722.319.8263x895	1589 Manuel Street Apt. 107, East Jennifer, MS 75202	Current	GB04ESJL80899099164594	18841.95	382	Closed	44210.53	1	2024-04-03
faa873ff	Joseph Pope	2006-06-02	Male	wwolfe@hotmail.com	(203)244-6228	6284 Sanchez Path Apt. 533, Wyattside, CA 41043	Current	GB03TBLY54014540299518	9162.54	356	Closed	27541.96	24	2024-10-02
5f863aa1	Mark Martinez	1948-05-09	Male	jamesdavid@gmail.com	001-780-778-2699x66483	081 Aaron Harbors, Perezberg, TX 34409	Savings	GB95NRHK58687794465612	13648.37	623	Closed	0.0	13	2024-12-09
d41f51a1	Michelle Mcmahon	1959-03-13	Female	olewis@allen.com	4331896816	463 Atkinson Mews, Thomasmouth, SC 70277	Fixed Deposit	GB22JEMR11813473013968	46998.65	500	Active	12063.92	17	2024-03-11
acc1567f	Patrick Ferguson	1992-12-24	Male	gholloway@kelly-graham.com	+1-344-386-4816	PSC 4797, Box 4636, APO AE 32822	Fixed Deposit	GB61CPWP98825786299387	8620.7	626	Closed	0.0	12	2024-08-17
25a4c762	Brianna Davis	2001-06-04	Male	kwarren@doyle.org	(773)242-0491x1856	25588 Horn Oval Suite 993, East Dustin, ID 88278	Fixed Deposit	GB70JXVW41897790523415	39702.7	452	Closed	12545.74	18	2024-12-19
e47f4283	Jamie Johnson	1996-03-23	Female	veronica19@yahoo.com	(555)211-5962	2383 Jenkins Mount Apt. 970, Ariasberg, TN 52000	Savings	GB79BGFG23155237353976	9553.47	539	Default	2612.79	6	2024-03-22
6534861e	Anna Gilmore	1963-01-19	Male	melvin43@ortega.com	001-529-401-4461x537	PSC 0492, Box 2033, APO AP 66388	Savings	GB73NKGZ24008880473424	7481.6	402	Closed	0.0	12	2024-11-04
83fd3c57	Tonya Taylor	1996-02-12	Male	thomasjoseph@gmail.com	411.945.2598	753 Karen Burgs Apt. 810, South Haydenville, GA 07857	Current	GB68PECW97775302078686	48443.25	769	Closed	0.0	27	2024-09-07
8dd77e0b	Laurie Allen	1959-10-25	Male	allenshelley@jordan-williams.biz	772-594-8730x4106	61764 Daniel Park Suite 620, West Christopher, WV 79837	Fixed Deposit	GB95ZSXH01587564425058	26632.71	301	Default	38791.37	1	2024-12-08
87b8f6fd	Ashley Ramos	1982-03-01	Female	samanthahumphrey@cunningham.biz	001-511-771-9092x57089	864 Tyrone Pines Apt. 682, Lake Tinafurt, MS 39243	Current	GB27PPCA61774208102510	27809.52	777	Closed	0.0	10	2024-06-26
957ed996	Taylor Ward	1994-11-13	Female	wendy05@martinez.com	242-747-1030x267	76280 Diane Greens Apt. 323, Martinezstad, SD 73098	Fixed Deposit	GB57BDOK33933510015645	30674.77	430	Closed	0.0	26	2024-07-24
9eb2a5e4	Taylor Schneider	1945-01-16	Female	monicamorris@morrow.info	489.447.1360x26318	02809 Amy Causeway, Zacharymouth, CO 72149	Savings	GB12YFQA11098296035625	45600.42	837	Closed	0.0	22	2024-12-24
45be83a1	Teresa Duarte	1985-02-18	Female	jblair@ochoa.com	927-734-2659	98240 Snyder Well Apt. 603, Gilbertmouth, CT 44076	Current	GB06XMTY37312459631848	11055.94	715	Active	30521.1	23	2024-03-07
9240f1f8	Valerie Garcia	1962-01-02	Male	jacquelinewarren@gould.info	(057)060-5729	960 Ferguson Keys, South James, MO 76178	Savings	GB84UXAX96316426063598	3814.8	300	Closed	24789.11	12	2025-01-19
15495c66	Glenn Riddle PhD	1992-03-31	Female	pwheeler@brown.net	138.417.0330	691 Roberson Passage, Port Johnny, FL 28194	Current	GB08JZMZ71084187172191	49656.0	396	Default	1872.25	14	2024-06-13
93a71c30	Jordan Rodriguez	1981-05-22	Male	anthony77@hill.info	133-480-6649x88251	5891 Shari Causeway, Matthewsborough, AL 22441	Current	GB58LISB84893500440949	2471.11	355	Default	17728.06	14	2024-06-04
464aa1b2	Pamela Vazquez	1969-11-19	Male	kennedysusan@cox.com	1891081277	50891 Brandy Street, Lake Emilystad, WI 13311	Savings	GB80VBLD89013613346337	43240.38	483	Default	0.0	13	2025-02-10
81c7a975	Joshua Vincent	1947-06-14	Male	johnstonyolanda@nichols.info	795-140-4963	36834 Rogers Pine, West Daniel, KS 36569	Current	GB40BHIG51950017207947	35041.37	559	Closed	20959.79	6	2024-03-14
602747b3	Kristin Brown	1962-07-19	Male	fle@myers.org	+1-737-289-4208	503 David Ways, Waltonfurt, AL 99136	Fixed Deposit	GB29JQOX75847121562426	47998.62	560	Active	0.0	18	2024-09-04
ea763852	Amy Campbell	1962-07-22	Male	shaunaguirre@mills.com	+1-399-136-4079x73319	PSC 8780, Box 2959, APO AP 98680	Current	GB89EYCQ68960758042067	22840.83	447	Default	14354.24	15	2024-10-23
f9503579	Edward Harris	1993-04-30	Female	maxwelltim@tapia.com	(618)087-3804	1244 Chapman Road, East Elizabethside, HI 55412	Savings	GB73VJUM11952682155941	49813.17	564	Default	0.0	5	2024-09-26
86dc98aa	Anthony Myers	1944-02-25	Female	gharmon@mcdaniel-johnson.com	001-347-556-5655x6280	51700 Johnny Forge Suite 982, Port Stephen, OH 31069	Fixed Deposit	GB06ZDCN47981702413534	22190.02	688	Closed	36547.96	11	2025-02-01
6c0db68f	Drew Williams	1970-03-07	Male	alicecarr@robinson.com	(772)529-6771x7185	242 Chavez Neck, Petersonport, FL 58307	Fixed Deposit	GB48NEQC70350621185802	32995.89	413	Active	44867.35	22	2025-01-25
7200d684	Dr. Shelly Thompson	1984-01-29	Male	keith79@lopez-gaines.com	001-468-906-3597x100	527 Diane Fort, South Vanessa, VA 93934	Fixed Deposit	GB02PLTS73799533494700	6598.67	632	Closed	0.0	14	2024-09-13
c7812309	Felicia Cortez	1971-06-16	Female	carrmargaret@hotmail.com	169.703.2779	395 Jennifer Square Apt. 532, North Kristinamouth, VT 40562	Current	GB05HDKQ40918793788472	24076.05	609	Default	39818.99	14	2025-02-01
40007b24	Michael Hughes	1994-10-30	Male	grantanthony@hotmail.com	898-639-6331x65849	957 Sydney Cape, Michelleland, CA 06240	Current	GB58OTJL57958192194259	15358.68	441	Default	0.0	7	2024-11-30
b1e0270b	Rebecca Hall	1994-08-06	Female	steinpaul@solis-bates.com	6201979544	06423 William Knolls, East Melissatown, AZ 85223	Current	GB23TRYT35192267509564	16247.26	776	Closed	0.0	21	2024-07-13
c837fe83	Gary Burke	1959-03-04	Male	poliver@martinez-duffy.com	(564)940-7033x06343	990 Myers Camp Apt. 057, North Sarahborough, CT 85601	Fixed Deposit	GB71EVXD95632435823279	20791.75	714	Closed	0.0	24	2024-12-28
30b9498a	Patrick Martinez	1992-06-01	Male	brandon10@yahoo.com	671-765-1462	5229 Michelle Streets Apt. 650, Bennettfurt, ND 77470	Current	GB94KMCY13973793791707	44980.4	621	Active	0.0	18	2024-04-16
e9464414	Jeffrey Rivas	1963-04-26	Female	lisarivera@gmail.com	452-455-4013x5651	35047 Barbara Haven, Chadmouth, IN 75175	Current	GB41ZGXE98459080823850	26821.76	803	Active	0.0	8	2024-10-06
766ae107	Kevin Francis	1978-12-04	Male	griffinchristopher@hotmail.com	(968)133-7059x3544	9732 Arnold Curve Suite 419, Thompsonview, NY 37192	Savings	GB17TECH71140800730333	28198.54	476	Active	45389.7	1	2024-11-30
b85a7891	Chris Todd	1950-04-24	Male	beth94@hotmail.com	438-014-0851x96475	8905 Rivers Circles, Hernandezview, OR 76865	Savings	GB77ECDD77229264182520	43666.75	489	Active	0.0	5	2024-12-22
ac34a25e	Andrew Ross	1996-05-28	Male	joshua22@gmail.com	(210)789-9646x3707	708 Tucker Groves Suite 469, North Trevorburgh, NJ 82634	Savings	GB31BZRY72946223892360	31756.77	645	Default	0.0	13	2025-01-29
f62f38ce	Rhonda Chavez	1999-07-27	Male	andrewsjeremy@bradley-moyer.biz	902.574.6172	2833 Taylor Way, New Melissaton, MT 91786	Fixed Deposit	GB28TERL74978695903006	9892.47	481	Active	20631.12	22	2024-07-16
d1ab7249	Michael Christian	1987-04-03	Female	guerrerojesus@gmail.com	(500)128-4999x52431	494 Adams Hills, Emilystad, CO 61179	Current	GB93EBWN23562670783284	25177.55	386	Default	42187.57	23	2024-07-31
a62f109b	Nicholas Lopez	1989-05-09	Male	fjohnson@hall-miller.com	313.179.0739	124 Robert Lodge, South Amanda, LA 06526	Current	GB47EJDF38038433369736	27951.71	479	Default	0.0	1	2024-12-26
b31268f5	Melanie Ballard	2006-04-18	Female	kristinarogers@shaw-lee.info	001-839-398-6971x445	USS Bowers, FPO AA 47157	Savings	GB55XPQQ51344927572653	13505.88	490	Active	0.0	2	2024-05-19
63fe7488	Catherine Rogers	1969-01-08	Female	sarahbrady@beck.com	+1-108-874-6571x21351	96754 Jones Court Apt. 222, South Roberthaven, PA 88193	Current	GB43VOLZ87073196286875	46834.9	487	Default	6620.42	7	2024-02-29
9fb9dcc5	Andrew Fox	1953-06-30	Female	carolmendez@baker-cooper.com	(993)446-9891	3624 Sims Flats, Wolfemouth, AK 58691	Fixed Deposit	GB11NHNA01961313378663	46904.3	777	Closed	12001.63	14	2024-04-09
6512465a	Amanda Miller	1991-12-23	Male	yesenia77@robinson.com	414-196-4109x277	21485 Thompson Mission, Port Kristinaland, LA 86658	Current	GB78SFYL48937974164273	38849.03	431	Closed	0.0	20	2024-06-01
4721cf37	Stephen Velazquez	1961-08-05	Female	ricardopatterson@yahoo.com	(837)132-2576x4071	97146 Alyssa Ramp Apt. 940, East Anthonyport, MN 13019	Savings	GB02FGWD77905325219615	44043.45	604	Default	0.0	10	2024-08-13
0197296d	Heidi Cunningham	1972-04-26	Female	landerson@yahoo.com	805-992-3176x3473	1687 Gonzales Corner, Port Franklinshire, MO 78511	Fixed Deposit	GB24BFFY74846465130326	38248.41	675	Default	0.0	20	2024-03-01
dc4a1243	Emily Wilson	1959-01-19	Female	fordkelsey@howell.com	645.128.6249x6208	865 Robert Fords Suite 936, North Kimberly, AK 48541	Savings	GB43FNPH82246356840128	18164.6	526	Active	0.0	8	2024-04-29
779b694a	Brandon Smith	1971-11-20	Male	thomas62@yahoo.com	001-684-535-4523x0340	98944 Rollins Circle Apt. 254, Danashire, OR 25599	Fixed Deposit	GB45JFOH56147178672536	9938.41	701	Active	15169.87	22	2024-09-08
ec8b3346	Ronald Wood	2001-06-02	Male	ericanguyen@martinez.com	+1-214-266-5317x38148	9668 Douglas Way, Alexandraland, UT 92618	Fixed Deposit	GB32IVBM58668061765169	45763.84	358	Default	10378.68	20	2024-06-28
620513d7	Jennifer Banks	1960-11-10	Male	deborahandrews@smith-howell.com	001-191-086-8234x10045	09878 Kyle Stream, South Lindseyside, NH 75957	Savings	GB92SFAX26505163938594	18239.8	711	Active	20749.84	7	2024-03-29
6f62bb0b	Pamela Banks	1957-05-07	Female	patricia51@hotmail.com	8065738994	97467 Ryan Islands, Jeffreyberg, OH 51712	Current	GB48AVNG74337727245545	28244.24	805	Closed	0.0	17	2024-04-05
d806bbfa	Michael Mays	1971-01-27	Female	christinegeorge@gmail.com	(798)036-9944	174 Shields Cape Apt. 829, Carterport, WY 67956	Fixed Deposit	GB31RGTO27632923214135	15038.04	629	Active	0.0	10	2024-03-31
2cec17ce	David Garcia	2000-07-20	Male	holtrobert@yahoo.com	001-756-680-6718x67694	USS Jacobson, FPO AP 50891	Current	GB09IQQE23543155739981	24936.28	638	Active	0.0	23	2024-12-24
a5a2d7a6	Kenneth Vance	1979-05-09	Male	grossdaniel@gmail.com	(286)035-9677x105	530 Lauren Vista, South Daniellemouth, NE 64043	Current	GB03IINM33567619598000	38422.75	751	Closed	0.0	26	2024-05-27
3c23f002	Sean Torres	1950-12-25	Female	gcastro@hotmail.com	001-387-748-5075x46029	594 Dalton Oval, East Teresa, SD 16286	Savings	GB05FWVC95688498993925	35003.88	569	Default	29258.25	8	2024-03-26
9d0a4906	Amanda Wright	2001-01-22	Male	oford@cooper.com	(856)247-9269	444 Graham Avenue, Lake Jeff, MT 42194	Current	GB50ZRWM90699177915273	39473.91	567	Active	0.0	23	2024-06-18
4b97480a	Scott Baldwin	1959-10-05	Male	davisrichard@yahoo.com	+1-178-037-7630x346	782 Williams Cove, Port Elizabeth, MO 86491	Savings	GB45APFL01095323997038	13105.94	419	Active	0.0	23	2024-05-06
caba55ae	Melissa Burns	1960-01-17	Female	stevenbarnett@hotmail.com	353.861.1581x3626	1213 Phillips Tunnel Suite 716, Levineberg, MS 91136	Current	GB76KGCM09829789782109	24528.17	631	Default	1126.35	21	2024-06-02
e5a8b777	Sydney Velez	1959-10-21	Male	nicholas19@flores.com	(026)260-9955x412	35757 Rich Locks Apt. 235, West Davidborough, UT 47525	Current	GB39ZWBW79980395428324	49840.46	312	Active	29709.6	27	2024-08-21
48d911e7	Gina Hernandez	1992-03-18	Male	qcarlson@gmail.com	491.644.4534x029	2490 Franklin Path, South Kristinamouth, WV 67399	Fixed Deposit	GB96AGUP16977668942437	968.34	501	Closed	30236.29	2	2024-02-27
2f10ecba	Sara Thompson	1988-01-28	Male	gjordan@west-rodgers.net	+1-359-599-6509x3437	871 White Ports, Lewiston, WV 39828	Current	GB90XIMN97899093847941	22183.2	396	Closed	0.0	5	2024-03-20
387b2713	Raymond King	1971-03-19	Female	jasonbowers@yahoo.com	1142124447	8392 Beth Branch, New Saraport, SD 47335	Current	GB91NPVD58259469547377	3057.38	322	Active	25003.8	10	2024-05-28
f79eedce	Christopher Wu	1973-03-15	Female	kathleenbishop@kennedy.com	085.345.4161x39201	USS Taylor, FPO AE 96051	Fixed Deposit	GB63BEVD35195029648071	13783.04	687	Closed	0.0	20	2024-07-27
1dead576	Gabriel Fitzpatrick	1970-09-23	Female	aarroyo@jensen-anderson.biz	581-724-0226	201 Rhonda Parkways Suite 791, North Ethan, SD 26085	Fixed Deposit	GB66RVXH35446806609182	21570.38	566	Closed	0.0	22	2024-04-16
e3420c7e	Anna Jackson	1983-04-28	Male	johncooper@yahoo.com	032.061.4579x133	189 Sarah Well Suite 440, South Dannyfurt, WV 60391	Current	GB75QRDC08851367236937	9974.98	447	Closed	0.0	23	2024-11-15
13356657	Cynthia Henry	2005-06-01	Female	potterchristopher@solis.org	395-263-8242	13335 Colton Summit, Lake Teresa, OR 59154	Fixed Deposit	GB46WZSN69819906570973	34566.39	419	Closed	26970.62	10	2024-04-17
01d55c12	David Ramos	1945-10-11	Male	rhonda58@yahoo.com	+1-616-889-9704x784	8219 Amy Falls, Sallyborough, NV 41205	Fixed Deposit	GB85AFFD34999164288696	45091.67	499	Default	26808.9	15	2025-02-01
63f2e303	Derrick Evans	1974-05-22	Female	johnsonmonique@garcia-conrad.com	995.601.3896x032	32370 Ricky Curve, Port Nicholas, KY 85296	Fixed Deposit	GB14WJKT00277311450850	5130.33	540	Active	25835.67	7	2024-04-26
8f1f1ed5	Ashley Ellis	2003-04-05	Female	matthew26@yahoo.com	001-192-420-2378x5132	81480 Tamara Knolls Apt. 846, Sheilachester, KS 97155	Current	GB38ENHG41696180849608	27248.78	320	Active	25791.01	28	2024-05-31
5ef64567	Michael Tanner	1990-09-11	Male	robert83@taylor-williamson.info	497.585.5714x7918	36929 Andrea Crossing, Patriciamouth, SC 83259	Current	GB19KOHH75842425656932	30527.02	828	Closed	0.0	22	2024-07-16
48e324de	Jasmine Ware	1995-04-17	Female	daniel38@hotmail.com	358-306-0605	573 Cowan Ridges Apt. 152, West Davidborough, MS 63200	Savings	GB34CGGC62754899071009	4265.25	610	Default	24511.95	22	2024-09-16
f642087c	Thomas Davenport	1979-07-31	Male	thorntonmatthew@gmail.com	(527)246-4584x3471	USNS Gordon, FPO AP 74199	Current	GB02SBVC84819733580936	7691.44	468	Active	0.0	27	2024-03-23
f524a90b	Catherine Hernandez	1983-08-29	Female	robertgarcia@hotmail.com	466.044.1198x157	160 Cooper Centers, Richardton, IA 65670	Fixed Deposit	GB05ZHKQ21751822149925	5597.75	457	Closed	27451.19	11	2024-05-06
9e716653	Thomas Black	1976-05-02	Male	ylloyd@hotmail.com	209.090.0299x52442	Unit 8219 Box 6571, DPO AE 49637	Current	GB83TSLS90732754820509	16861.97	705	Active	20646.74	17	2024-07-19
55c162b5	Anna Diaz	1981-06-21	Female	lovejulie@yahoo.com	009.199.5713x784	28840 Welch Loop, Mcdonaldstad, MT 55203	Current	GB60QIEZ38835714350853	42571.59	681	Closed	3195.5	20	2024-08-22
6f3c6b89	Sherry Blair	1948-12-03	Male	murrayerika@hotmail.com	(406)603-9163x405	9558 Michele Walk Suite 612, Taramouth, IN 65327	Fixed Deposit	GB50KIGT96363650956980	30998.72	756	Active	25797.37	23	2025-02-17
4ede4978	Joann Jones	1968-08-26	Female	aclark@yahoo.com	(913)334-7334	0253 Patrick Plains, West Joshuastad, OH 48617	Savings	GB36KRSO71928295432410	25790.54	662	Default	0.0	2	2024-03-18
adbaf1dc	Donna Rogers	2003-06-30	Female	lsheppard@gmail.com	637-599-1461	5174 Nicholas Pike Suite 586, Wagnertown, WA 24544	Savings	GB62MRHU85558985112488	25133.24	802	Active	0.0	11	2025-02-22
35d98067	Jeffrey Ramirez	1961-08-31	Female	wongkelly@howard-maddox.com	(088)576-8015	086 Shaun Fort, Maryfurt, IN 41338	Current	GB60HNBK98089164434171	949.57	453	Default	0.0	4	2025-02-04
d7e94fa3	Mary Campbell	1996-07-14	Female	oboone@pierce-hahn.org	+1-787-473-4736x58382	9822 King Terrace, East Cathytown, TN 47605	Current	GB72YHFN44944755226293	3968.0	839	Default	0.0	17	2024-07-07
8751c842	Christopher Robinson	1976-04-13	Male	laura92@forbes.info	278-034-4540x582	865 Joseph Plain Suite 905, West Davidton, MD 60078	Current	GB54HXDD98026425806740	28056.24	662	Default	35075.59	7	2024-07-31
2659de6b	Erica Gordon	1955-03-30	Male	nancyfinley@yahoo.com	995.850.0702	66217 Prince Underpass, East Christian, OK 59896	Savings	GB72DQFA44091885725887	35416.18	644	Default	27933.37	28	2024-08-11
2a3c8423	Kristina Harris	1974-09-17	Female	hallchristy@yahoo.com	001-871-190-0974	6899 Rebecca Port, New Peterbury, NV 05654	Current	GB97JQGJ48179999852244	33375.84	364	Default	0.0	1	2024-07-17
5ffadb65	Erica Walker	1967-03-11	Female	shenderson@hotmail.com	7774296088	2708 Kelly Islands, West Charles, AL 53861	Savings	GB36KTIE27056767582272	2956.33	620	Active	6010.44	25	2024-07-14
d0f13d7e	Mr. Calvin Mcmillan	1975-11-18	Female	david80@hotmail.com	+1-651-017-7045x1927	PSC 1876, Box 8828, APO AE 35108	Current	GB26BUHE48047958583874	29146.4	594	Default	0.0	6	2025-01-09
e3c8415a	John Jordan	1984-09-30	Female	whiteheadjeffrey@newman.info	001-338-769-4103x6999	32617 Bowers Glen Apt. 387, Piercechester, TN 83508	Savings	GB62PFWL97980566482117	15685.92	610	Active	36588.24	16	2024-12-03
ab939b55	Jerry Zavala	2006-06-09	Male	brownscott@gilbert-maddox.biz	836.287.7420x914	8609 Katie Corners Suite 654, Jacquelineside, WI 54180	Savings	GB56QCJB56077321148314	41766.25	711	Default	7361.16	27	2024-06-28
b2d9a72a	Kristi Santos	1996-09-30	Male	mcollins@gmail.com	(054)161-2707x152	0904 Paul Prairie, New Christopher, AR 09502	Savings	GB41OQLR43556486149507	19649.96	712	Active	0.0	5	2024-11-08
ce2c869c	Jeffery Barnett	1966-04-14	Male	dalton22@wilson-watson.com	062.219.1717x950	475 Jennifer Pike Apt. 788, Hawkinsberg, NE 58563	Current	GB59YJBT59641981538092	21251.07	464	Active	19868.73	3	2024-05-05
e5930b54	Jeremy Hall	1979-03-29	Male	allennicholas@huang.com	481-191-5179	78734 Hannah Circle Apt. 542, Josephside, NM 22126	Fixed Deposit	GB31GMSV28795051867688	9035.74	422	Active	0.0	9	2024-09-22
c625cbe8	Timothy Parker	1976-10-15	Female	nmartinez@yahoo.com	225-834-4260x60450	773 Crawford Locks Suite 541, Lake Mark, MA 95699	Current	GB74DWYU74853668414410	44322.56	700	Closed	19356.22	25	2025-01-17
40e8b23f	Ashley Sparks	1998-12-23	Female	mikaylacohen@gonzales.org	+1-552-497-5469	15484 Sanchez Centers, North Gregoryton, TN 88731	Savings	GB18CBMC60892904034148	47543.9	419	Closed	37333.48	8	2024-06-07
b6249814	Scott Jackson	1999-06-10	Male	michael12@olson.org	408.292.6450	USCGC Rodriguez, FPO AA 60049	Current	GB82WHWI65913903507725	45557.94	436	Default	0.0	24	2024-07-29
7f6320f3	Christina Campbell	1966-09-18	Male	choward@yahoo.com	123.983.6789x09884	PSC 7525, Box 3211, APO AA 34624	Current	GB31QOZU27449619588076	49902.9	816	Active	15744.78	15	2024-05-06
893f359f	Samantha Nunez	1970-03-23	Female	jenniferschwartz@cooke-brown.org	+1-489-180-8986x83026	50470 Taylor Island Suite 079, West Jason, SC 32043	Fixed Deposit	GB76OBIX94284420422206	23924.69	750	Closed	0.0	25	2024-04-08
06ee9384	Vincent Mason	2003-02-13	Male	snowcharles@yahoo.com	021-238-2416x15051	98581 Franklin Rapids Apt. 777, Lawrenceton, MT 25593	Current	GB05DRKS06000217674953	16632.35	695	Default	14191.23	7	2024-09-04
e1a535db	Danny Hansen	1981-06-11	Male	kayla76@gmail.com	+1-966-947-6521x49685	67806 Wright Glen Apt. 220, Mcdonaldborough, ME 17926	Fixed Deposit	GB04QTJQ31149894124356	45519.49	543	Default	46373.68	7	2024-10-26
8253b24a	Jennifer Hines	1998-04-13	Female	alexgomez@jones.com	235-197-8809x1141	612 Crystal Ford, Jenniferbury, AZ 80669	Fixed Deposit	GB53FVKI24326542033140	48266.02	454	Active	0.0	15	2024-06-22
0ba13e76	William Good	1963-10-08	Female	fhicks@hunter-campbell.com	(724)747-8228x31724	USS Khan, FPO AA 30898	Savings	GB64ENZR40020650147648	12335.11	600	Default	41447.96	10	2025-01-14
eb7e0f89	Jeffery Day	1994-10-02	Male	marycaldwell@yahoo.com	+1-625-848-7057	2929 Campos Orchard Suite 057, New Marymouth, MN 88020	Fixed Deposit	GB58XWXD53038697653929	16799.7	579	Closed	0.0	2	2024-07-13
a652cd1c	Michele Cline	1972-05-30	Female	krystal56@gmail.com	2467063092	243 Joshua Lodge, Xavierview, MA 49229	Fixed Deposit	GB61WMPS69274700639814	11485.6	306	Closed	47418.05	11	2024-11-24
5d43742f	Mark Reed	1989-10-28	Male	carriecarter@yahoo.com	(093)962-2875	306 Neal Mews Suite 266, Chandlerberg, IN 39818	Current	GB78KMGQ10980323502036	28058.28	513	Closed	46692.11	1	2025-01-04
227c4e4d	Erin Hernandez	1995-12-23	Female	colton14@hotmail.com	4071538119	83978 Tiffany Isle, Port Kristen, AL 32162	Savings	GB17ODSA16944314231762	48767.17	302	Active	0.0	8	2024-05-31
9ab293d9	Michael Newton	1968-04-25	Female	kmarsh@webb-zavala.com	386.573.5999x6420	063 Steven Glen Suite 043, Port Jeffreyton, KS 82540	Fixed Deposit	GB76CQKZ91775037165927	23074.17	316	Default	0.0	22	2024-12-31
a5e51b67	Jessica Brown	1953-11-04	Female	scottbennett@miller.com	(271)031-4505	5300 Johnson Ranch Apt. 879, North Amy, ND 77974	Current	GB34NNWE47719021557888	32583.54	744	Active	0.0	27	2025-01-20
8e92302a	Zachary Nash	1984-02-26	Female	blackcarol@webster.com	764.958.6442x6347	493 Bradley Lock Apt. 617, Port Brandonmouth, IA 49922	Savings	GB65HZHL26980335956408	41644.66	787	Closed	23840.71	16	2024-02-28
4cc205e0	Aaron Barnes	1964-08-18	Male	roger98@gross-fisher.com	341-291-8297x664	231 Smith Inlet Apt. 512, North Sarastad, VT 62277	Savings	GB27MWBU10053666584607	25626.83	398	Active	0.0	15	2024-03-27
803eda37	Leonard Farley	1964-09-20	Female	tthornton@ramos-reyes.com	(521)605-7609	514 Clay Roads, West Brittany, MT 24959	Current	GB91SLSM23002434408936	38956.66	401	Default	30547.25	17	2025-01-24
e02067e9	Brandi Holland	1969-09-01	Male	qmoreno@miller.biz	(841)259-6819x5012	608 Carter Ville, Dodsonland, OH 84857	Fixed Deposit	GB87AFKE96535634695198	24902.65	399	Default	0.0	26	2024-09-12
